"area_code","area_name","area_type","date","covid_occupied_mv_beds","hospital_cases","new_admissions","dataset"
"E40000009","North East and Yorkshire","nhsRegion",2021-08-19,134,1067,176,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-08-20,142,1047,159,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-08-21,144,1064,155,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-08-22,146,1100,146,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-08-23,146,1135,170,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-08-24,146,1131,149,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-08-25,147,1111,158,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-08-26,147,1108,159,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-08-27,139,1090,139,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-08-28,133,1076,134,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-08-29,134,1078,126,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-08-30,133,1104,152,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-08-31,133,1158,159,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-01,135,1154,160,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-02,142,1136,140,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-03,148,1139,156,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-04,140,1127,192,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-05,141,1163,158,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-06,147,1213,157,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-07,151,1195,163,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-08,156,1189,156,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-09,155,1210,150,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-10,162,1200,147,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-11,152,1186,148,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-12,152,1206,140,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-13,157,1221,162,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-14,160,1201,152,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-15,176,1279,147,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-16,156,1163,142,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-17,150,1146,120,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-18,152,1130,132,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-19,143,1147,146,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-20,132,1156,139,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-21,133,1129,123,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-22,138,1120,126,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-23,136,1075,125,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-24,124,1003,137,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-25,136,1161,130,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-26,130,1063,129,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-27,130,1129,126,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-28,135,1087,150,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-29,133,1055,143,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-09-30,127,1055,125,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-01,125,1023,97,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-02,123,1013,130,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-03,129,1055,141,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-04,125,1059,129,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-05,126,1093,166,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-06,125,1112,141,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-07,131,1140,133,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-08,133,1115,144,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-09,131,1101,146,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-10,117,1148,130,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-11,121,1169,131,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-12,123,1166,166,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-13,123,1141,175,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-14,128,1153,160,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-15,124,1156,143,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-16,125,1156,151,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-17,119,1188,161,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-18,118,1259,223,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-19,133,1275,166,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-20,130,1312,194,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-21,127,1302,180,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-22,129,1318,137,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-23,138,1313,154,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-24,140,1293,173,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-25,145,1340,164,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-26,150,1381,197,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-27,154,1399,226,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-28,148,1439,179,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-29,146,1484,172,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-30,144,1503,129,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-10-31,147,1543,183,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-01,152,1549,166,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-02,141,1558,167,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-03,137,1491,135,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-04,142,1437,122,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-05,138,1412,127,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-06,133,1320,132,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-07,131,1321,124,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-08,137,1336,155,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-09,138,1373,152,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-10,129,1342,148,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-11,127,1341,135,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-12,123,1295,144,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-13,118,1284,124,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-14,124,1300,125,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-15,125,1338,117,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-16,127,1291,120,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-17,127,1233,111,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-18,126,1202,126,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-19,123,1199,111,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-20,122,1163,116,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-21,126,1186,127,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-22,126,1206,89,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-23,125,1162,113,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-24,123,1103,118,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-25,128,1108,95,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-26,127,1067,83,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-27,127,1048,98,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-28,131,1062,89,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-29,130,1059,100,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-11-30,137,1091,104,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-01,124,969,96,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-02,125,1001,97,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-03,120,947,89,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-04,111,933,80,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-05,110,933,97,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-06,112,954,100,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-07,108,937,105,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-08,105,927,102,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-09,111,923,104,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-10,109,890,91,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-11,106,884,92,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-12,103,880,79,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-13,102,906,114,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-14,103,880,112,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-15,104,865,108,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-16,104,875,83,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-17,103,828,80,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-18,100,833,84,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-19,100,825,109,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-20,100,847,138,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-21,97,844,114,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-22,103,854,129,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-23,94,814,160,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-24,87,853,144,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-25,91,796,146,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-26,88,847,157,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-27,75,889,244,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-28,79,1077,384,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-29,73,1226,363,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-30,81,1460,309,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2021-12-31,84,1644,336,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-01,84,1693,289,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-02,87,1854,316,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-03,83,1975,374,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-04,87,2146,418,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-05,93,2267,369,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-06,92,2417,421,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-07,90,2419,331,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-08,87,2485,372,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-09,90,2612,365,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-10,91,2758,456,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-11,85,2792,401,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-12,79,2826,385,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-13,85,2835,395,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-14,83,2857,325,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-15,74,2859,335,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-16,78,2937,346,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-17,83,2957,373,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-18,86,2938,402,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-19,94,2799,340,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-20,88,2796,332,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-21,85,2709,282,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-22,87,2608,267,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-23,77,2565,302,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-24,75,2640,302,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-25,70,2571,319,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-26,63,2514,356,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-27,60,2430,296,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-28,58,2385,259,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-29,62,2341,247,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-30,63,2348,255,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-01-31,63,2370,264,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-01,60,2238,251,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-02,57,2122,260,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-03,58,2139,225,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-04,60,2058,196,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-05,61,1979,181,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-06,55,1915,192,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-07,49,1961,203,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-08,49,1811,238,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-09,48,1757,224,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-10,44,1729,187,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-11,46,1671,137,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-12,43,1597,169,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-13,45,1576,158,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-14,50,1585,170,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-15,44,1512,203,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-16,44,1509,188,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-17,40,1488,144,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-18,43,1450,154,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-19,41,1505,114,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-20,41,1413,142,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-21,44,1416,146,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-22,42,1398,154,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-23,41,1361,125,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-24,42,1344,NA,"PHE_dashboard"
"E40000009","North East and Yorkshire","nhsRegion",2022-02-25,36,1286,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-01,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-02,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-03,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-04,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-05,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-06,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-07,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-08,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-09,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-10,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-11,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-12,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-13,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-14,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-15,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-16,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-17,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-18,NA,NA,NA,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-19,NA,NA,47,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-20,NA,130,56,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-21,NA,162,71,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-22,NA,190,83,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-23,NA,237,86,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-24,NA,251,122,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-25,NA,332,187,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-26,NA,381,184,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-27,NA,553,219,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-28,NA,665,210,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-29,NA,819,198,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-30,NA,982,420,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-03-31,NA,1143,342,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-01,NA,1451,466,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-02,102,1530,434,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-03,138,1714,446,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-04,154,2134,398,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-05,179,2288,379,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-06,171,2529,392,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-07,243,2620,375,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-08,212,2576,410,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-09,276,2754,477,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-10,264,2901,352,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-11,305,3008,313,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-12,303,3014,294,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-13,315,3065,304,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-14,295,3026,269,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-15,281,2861,247,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-16,287,2965,254,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-17,290,2599,273,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-18,350,2833,206,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-19,341,2836,214,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-20,337,2810,226,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-21,328,2718,260,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-22,326,2621,214,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-23,310,2573,182,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-24,302,2490,211,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-25,292,2437,202,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-26,281,2429,181,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-27,272,2456,223,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-28,241,2298,194,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-29,258,2350,227,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-04-30,233,2309,214,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-01,234,2282,181,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-02,226,2327,186,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-03,233,2196,194,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-04,237,2236,189,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-05,222,2192,201,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-06,199,2075,158,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-07,191,1947,182,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-08,181,1925,169,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-09,176,1918,167,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-10,172,1826,156,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-11,175,1907,203,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-12,159,1826,186,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-13,157,1800,186,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-14,153,1739,164,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-15,157,1716,153,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-16,136,1655,178,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-17,135,1667,169,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-18,130,1670,171,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-19,121,1707,173,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-20,111,1647,151,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-21,109,1590,165,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-22,113,1566,160,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-23,113,1537,125,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-24,100,1509,128,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-25,97,1519,121,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-26,104,1515,112,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-27,96,1432,148,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-28,87,1377,145,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-29,85,1344,121,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-30,86,1313,97,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-05-31,85,1309,126,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-01,89,1309,149,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-02,83,1301,121,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-03,85,1276,122,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-04,77,1217,124,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-05,77,1194,75,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-06,79,1120,56,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-07,78,1076,66,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-08,76,1075,68,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-09,74,1038,98,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-10,46,939,113,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-11,43,936,101,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-12,41,922,92,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-13,46,919,63,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-14,47,912,80,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-15,40,926,78,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-16,48,880,83,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-17,48,876,77,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-18,55,839,71,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-19,55,826,57,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-20,48,814,34,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-21,49,782,54,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-22,48,801,69,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-23,47,780,52,"PHE_dashboard"
"E40000010","North West","nhsRegion",2020-06-24,48,759,71,"PHE_dashboard"
